Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Emission / Removal / Bunker,Gas,State,Economic Activity,Product,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Crossbred Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Tripura,Livestock,Dairy,2207.01,2310.7,2414.38,2616.65,2818.91,3021.18,3223.45,3425.72,3674.02,3940.31,4225.91
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Crossbred Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Livestock,Dairy,57316.77,60299.65,63282.52,77177.85,91073.18,104968.51,118863.84,132759.16,153964.52,178556.96,207077.51
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Crossbred Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Livestock,Dairy,10232.49,11389.43,12546.36,13900.72,15255.07,16609.43,17963.78,19318.14,21059.83,22958.54,25028.44
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Crossbred Cattle  (D),,Emissions,CO2e (t) GWP-AR2,West Bengal,Livestock,Dairy,61748.71,73066.49,84384.27,85128.8,85873.32,86617.85,87362.37,88106.9,88870.9,89641.53,90418.85
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Livestock,Dairy,363.6,545.41,727.21,713.41,699.62,685.83,672.03,658.24,645.25,632.52,620.04
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Livestock,Dairy,79777.62,82638.18,85498.73,83167.45,80836.16,78504.87,76173.59,73842.3,71709.11,69637.54,67625.82
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Livestock,Dairy,7416.68,7035.45,6654.21,6855.72,7057.22,7258.72,7460.22,7661.72,7880.84,8106.22,8338.05
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Assam,Livestock,Dairy,168297.35,177470.52,186643.69,192256.37,197869.05,203481.72,209094.4,214707.08,220807.07,227080.36,233531.89
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Bihar,Livestock,Dairy,214790.34,217551.39,220312.45,218597.36,216882.27,215167.19,213452.1,211737.02,210062.41,208401.04,206752.82
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Chandigarh,Livestock,Dairy,26.45,39.68,52.91,55.32,57.74,60.16,62.57,64.99,67.72,70.57,73.53
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Livestock,Dairy,172151.16,173008.89,173866.61,176162.06,178457.51,180752.97,183048.42,185343.87,187728.68,190144.18,192590.76
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Livestock,Dairy,396.36,594.54,792.71,745.55,698.4,651.24,604.08,556.92,518.95,483.57,450.61
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Livestock,Dairy,30.32,45.48,60.64,57.24,53.83,50.43,47.03,43.62,40.84,38.24,35.8
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Delhi,Livestock,Dairy,1016.61,1524.91,2033.22,1811.35,1589.48,1367.61,1145.74,923.88,789.04,673.88,575.53
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Goa,Livestock,Dairy,1219.21,1202.48,1185.76,1146.04,1106.32,1066.6,1026.89,987.17,951.64,917.38,884.36
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Gujarat,Livestock,Dairy,151924.1,149778.99,147633.88,159037.64,170441.41,181845.17,193248.93,204652.7,218465.95,233211.54,248952.41
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Haryana,Livestock,Dairy,23901.75,24468.14,25034.52,23991.98,22949.45,21906.91,20864.37,19821.83,18917.54,18054.5,17230.84
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Livestock,Dairy,34593.03,34241.76,33890.48,32599.41,31308.34,30017.27,28726.21,27435.14,26299.84,25211.52,24168.23
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Livestock,Dairy,43838.34,43725.4,43612.46,41993.14,40373.81,38754.49,37135.16,35515.84,34086.66,32714.98,31398.51
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Jharkhand,Livestock,Dairy,146512.23,152345.66,158179.08,156986.2,155793.31,154600.42,153407.53,152214.64,151049.02,149892.32,148744.48
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Karnataka,Livestock,Dairy,189957.98,192829.46,195700.95,188990.38,182279.81,175569.24,168858.68,162148.11,156162.11,150397.1,144844.91
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Kerala,Livestock,Dairy,7360.13,5440.05,3519.98,3287.69,3055.4,2823.12,2590.83,2358.54,2177.03,2009.49,1854.84
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Livestock,Dairy,21.85,32.77,43.7,50.0,56.31,62.62,68.93,75.23,83.87,93.5,104.23
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Livestock,Dairy,431024.45,436384.21,441743.96,440789.87,439835.79,438881.7,437927.61,436973.53,436025.64,435079.81,434136.03
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Maharashtra,Livestock,Dairy,251119.46,246549.71,241979.96,238578.05,235176.15,231774.24,228372.34,224970.43,221714.78,218506.25,215344.14
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Manipur,Livestock,Dairy,5590.59,5512.14,5433.68,5262.62,5091.57,4920.52,4749.46,4578.41,4424.24,4275.26,4131.3
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Meghalaya,Livestock,Dairy,18100.04,19228.82,20357.6,20132.84,19908.09,19683.33,19458.57,19233.81,19016.61,18801.87,18589.54
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Mizoram,Livestock,Dairy,566.68,592.12,617.56,602.77,587.97,573.17,558.38,543.58,529.88,516.53,503.52
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Nagaland,Livestock,Dairy,4047.98,4229.82,4411.65,3926.05,3440.44,2954.84,2469.23,1983.63,1690.56,1440.8,1227.93
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Odisha,Livestock,Dairy,206779.31,190981.86,175184.41,177796.93,180409.46,183021.98,185634.5,188247.02,190974.18,193740.84,196547.59
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Puducherry,Livestock,Dairy,67.02,100.53,134.03,119.67,105.3,90.93,76.56,62.19,53.34,45.74,39.23
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Punjab,Livestock,Dairy,10702.6,11485.36,12268.13,11329.28,10390.43,9451.59,8512.74,7573.89,6877.44,6245.04,5670.79
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Rajasthan,Livestock,Dairy,327108.99,334154.42,341199.85,346753.7,352307.55,357861.39,363415.24,368969.09,374788.46,380699.62,386704.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Sikkim,Livestock,Dairy,1653.15,1521.8,1390.45,1175.78,961.1,746.42,531.75,317.07,235.92,175.53,130.6
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Livestock,Dairy,95107.7,93255.09,91402.47,86591.45,81780.44,76969.42,72158.4,67347.38,63356.81,59602.69,56071.01
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Telangana,Livestock,Dairy,73740.38,76384.46,79028.55,76873.68,74718.82,72563.95,70409.09,68254.22,66282.46,64367.66,62508.18
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Tripura,Livestock,Dairy,16996.93,17574.15,18151.37,17906.89,17662.42,17417.94,17173.47,16928.99,16694.58,16463.41,16235.44
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Livestock,Dairy,384551.06,396259.05,407967.03,423564.87,439162.71,454760.55,470358.38,485956.22,503259.01,521177.88,539734.77
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Livestock,Dairy,22286.07,33429.11,44572.15,43173.95,41775.76,40377.57,38979.38,37581.19,36320.5,35102.11,33924.59
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Indigenous Cattle  (D),,Emissions,CO2e (t) GWP-AR2,West Bengal,Livestock,Dairy,184366.83,276550.25,368733.66,358150.13,347566.59,336983.06,326399.52,315815.99,306181.1,296840.15,287784.17
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Livestock,Non-Dairy,639.75,585.14,530.54,505.68,480.81,455.95,431.09,406.23,388.26,371.95,357.08
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Livestock,Non-Dairy,185415.33,195676.4,205937.46,195992.44,186047.43,176102.41,166157.39,156212.38,148154.12,140609.0,133536.69
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Livestock,Non-Dairy,317.02,239.9,162.77,191.6,220.42,249.25,278.07,306.9,384.88,494.78,649.24
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Assam,Livestock,Non-Dairy,28290.7,26024.44,23758.18,22969.88,22181.59,21393.3,20605.0,19816.71,19306.85,18863.99,18479.8
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Bihar,Livestock,Non-Dairy,206933.43,221306.62,235679.8,239054.66,242429.52,245804.38,249179.24,252554.1,259809.16,268438.95,278496.29
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Chandigarh,Livestock,Non-Dairy,381.47,382.76,384.06,353.69,323.33,292.96,262.59,232.22,212.02,194.06,178.04
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Livestock,Non-Dairy,100405.86,99587.5,98769.14,94887.55,91005.95,87124.36,83242.77,79361.17,76450.59,73805.65,71407.68
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Livestock,Non-Dairy,140.77,169.09,197.42,200.78,204.14,207.51,210.87,214.23,220.45,227.66,235.89
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Livestock,Non-Dairy,19.12,28.68,38.25,33.37,28.49,23.61,18.73,13.85,12.51,11.82,11.69
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Delhi,Livestock,Non-Dairy,4780.06,4953.15,5126.24,4800.02,4473.79,4147.57,3821.35,3495.12,3264.5,3060.3,2880.73
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Goa,Livestock,Non-Dairy,1279.08,1283.18,1287.28,1228.6,1169.93,1111.25,1052.58,993.91,949.26,908.3,870.66
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Gujarat,Livestock,Non-Dairy,221932.58,239508.46,257084.34,266220.64,275356.95,284493.25,293629.55,302765.86,313354.29,324492.58,336212.26
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Haryana,Livestock,Non-Dairy,182987.76,180607.96,178228.16,177773.3,177318.44,176863.59,176408.73,175953.87,175774.78,175683.3,175677.89
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Livestock,Non-Dairy,17204.77,17213.83,17222.88,17298.4,17373.92,17449.44,17524.95,17600.47,17685.62,17774.14,17866.12
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Livestock,Non-Dairy,28972.51,28988.42,29004.32,26915.76,24827.2,22738.64,20650.07,18561.51,17116.83,15821.38,14655.7
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Jharkhand,Livestock,Non-Dairy,74163.91,76259.51,78355.12,74722.79,71090.47,67458.15,63825.83,60193.51,57407.91,54830.16,52436.81
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Karnataka,Livestock,Non-Dairy,104705.3,107371.04,110036.78,104817.17,99597.56,94377.95,89158.35,83938.74,79749.32,75845.19,72205.17
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Kerala,Livestock,Non-Dairy,2965.55,2857.81,2750.07,3140.43,3530.79,3921.15,4311.51,4701.87,5659.1,6929.83,8601.98
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Livestock,Non-Dairy,254478.45,281749.56,309020.66,293237.33,277453.99,261670.66,245887.32,230103.98,222036.72,215456.39,210082.27
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Maharashtra,Livestock,Non-Dairy,157420.51,158786.09,160151.66,155356.7,150561.74,145766.78,140971.82,136176.86,132012.82,128035.12,124234.54
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Manipur,Livestock,Non-Dairy,3469.01,3308.01,3147.01,3177.0,3207.0,3236.99,3266.99,3296.98,3410.41,3549.48,3713.99
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Meghalaya,Livestock,Non-Dairy,1206.51,1286.0,1365.48,1372.28,1379.07,1385.87,1392.66,1399.46,1428.91,1464.47,1505.74
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Mizoram,Livestock,Non-Dairy,292.22,282.68,273.14,267.82,262.51,257.19,251.87,246.55,243.16,240.31,237.97
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Nagaland,Livestock,Non-Dairy,1855.89,1824.56,1793.23,1787.57,1781.9,1776.24,1770.57,1764.91,1794.86,1834.3,1882.59
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Odisha,Livestock,Non-Dairy,69710.49,67043.8,64377.11,58532.14,52687.17,46842.2,40997.23,35152.26,31486.63,28287.11,25481.31
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Puducherry,Livestock,Non-Dairy,72.83,73.48,74.13,67.97,61.81,55.65,49.49,43.33,39.78,36.66,33.87
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Punjab,Livestock,Non-Dairy,146217.11,137034.57,127852.04,129236.46,130620.89,132005.31,133389.73,134774.16,136503.68,138340.86,140283.27
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Rajasthan,Livestock,Non-Dairy,299565.26,303766.95,307968.64,316421.33,324874.01,333326.7,341779.38,350232.07,361096.35,372892.83,385685.73
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Sikkim,Livestock,Non-Dairy,4.81,7.22,9.62,12.03,14.43,16.84,19.25,21.65,25.78,30.83,37.04
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Livestock,Non-Dairy,62596.18,68569.23,74542.29,64255.42,53968.55,43681.67,33394.8,23107.92,18532.26,14913.77,12038.36
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Telangana,Livestock,Non-Dairy,171383.87,180868.42,190352.97,181160.55,171968.13,162775.71,153583.3,144390.88,136942.44,129968.3,123431.19
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Tripura,Livestock,Non-Dairy,653.44,666.7,679.96,644.31,608.65,573.0,537.35,501.69,480.05,461.59,445.85
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Livestock,Non-Dairy,739584.37,746899.52,754214.67,788176.15,822137.64,856099.12,890060.61,924022.09,965598.46,1010152.24,1057903.27
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Livestock,Non-Dairy,31839.83,31635.56,31431.3,29998.37,28565.44,27132.51,25699.58,24266.64,23102.72,22013.69,20994.16
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Buffaloes (ND),,Emissions,CO2e (t) GWP-AR2,West Bengal,Livestock,Non-Dairy,55056.25,50278.39,45500.54,42923.87,40347.21,37770.54,35193.87,32617.21,30701.85,28968.28,27402.99
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Livestock,Non-Dairy,1.69,2.54,3.38,3.56,3.75,3.93,4.12,4.3,4.51,4.74,4.97
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Livestock,Non-Dairy,0.3,0.44,0.59,0.96,1.32,1.69,2.05,2.42,3.21,4.25,5.63
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Assam,Livestock,Non-Dairy,0.0,0.0,0.0,7.81,15.61,23.42,31.22,39.03,39.03,39.03,39.03
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Bihar,Livestock,Non-Dairy,32.66,22.11,11.56,104.5,197.44,290.38,383.32,476.26,1001.92,2107.77,4434.16
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Chandigarh,Livestock,Non-Dairy,0.13,0.2,0.27,0.22,0.16,0.11,0.05,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Livestock,Non-Dairy,0.0,0.0,0.0,6.94,13.87,20.81,27.74,34.68,34.68,34.68,34.68
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Livestock,Non-Dairy,0.03,0.04,0.05,0.04,0.03,0.02,0.01,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Delhi,Livestock,Non-Dairy,0.08,0.12,0.16,1.82,3.47,5.13,6.78,8.44,18.63,41.1,90.7
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Goa,Livestock,Non-Dairy,0.0,0.0,0.0,0.01,0.02,0.03,0.04,0.05,0.05,0.05,0.05
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Gujarat,Livestock,Non-Dairy,2458.28,2262.79,2067.29,1980.85,1894.42,1807.98,1721.55,1635.11,1560.19,1488.69,1420.48
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Haryana,Livestock,Non-Dairy,2381.78,2228.67,2075.57,1863.07,1650.58,1438.09,1225.6,1013.11,877.73,760.44,658.82
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Livestock,Non-Dairy,1.51,2.26,3.01,4.31,5.61,6.91,8.21,9.52,11.98,15.08,18.98
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Livestock,Non-Dairy,96.31,90.71,85.1,78.03,70.95,63.88,56.8,49.73,44.66,40.11,36.02
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Livestock,Non-Dairy,0.0,0.0,0.0,0.03,0.06,0.1,0.13,0.16,0.16,0.16,0.16
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Karnataka,Livestock,Non-Dairy,5.4,8.1,10.81,10.27,9.73,9.19,8.66,8.12,7.67,7.24,6.84
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Kerala,Livestock,Non-Dairy,0.0,0.0,0.0,0.06,0.13,0.19,0.26,0.32,0.32,0.32,0.32
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Livestock,Non-Dairy,334.82,287.19,239.55,228.44,217.32,206.2,195.08,183.97,174.5,165.53,157.01
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Livestock,Non-Dairy,3.44,5.16,6.88,7.46,8.04,8.62,9.2,9.78,10.5,11.26,12.09
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Manipur,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Livestock,Non-Dairy,0.0,0.0,0.0,0.08,0.15,0.23,0.3,0.38,0.38,0.38,0.38
"Agriculture, Forestry and Other Land Use",Livestock,Manure Management,Direct,Animal,Camels,,Emissions,CO2e (t) GWP-AR2,Mizoram,Livestock,Non-Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
